,Item 1,Item 2,,,support,confidence,lift,,conviction
2994,frozenset({'yogurt'}),"frozenset({'shopping bags', 'other vegetables'})",,,0.005388917,0.038629738,1.666331006,,1.016067926
2786,frozenset({'yogurt'}),frozenset({'canned beer'}),,,0.005388917,0.038629738,0.497282028,,0.959378803
1630,frozenset({'whole milk'}),"frozenset({'other vegetables', 'curd'})",,,0.009862735,0.038599284,2.246295594,,1.022275577
2822,frozenset({'soda'}),"frozenset({'sausage', 'whole milk'})",,,0.006710727,0.038483965,1.287380258,,1.008934564
1173,frozenset({'root vegetables'}),"frozenset({'butter', 'other vegetables', 'whole milk'})",,,0.004168785,0.038246269,3.328779223,,1.02782073
2605,frozenset({'root vegetables'}),"frozenset({'rolls/buns', 'yogurt', 'other vegetables'})",,,0.004168785,0.038246269,3.328779223,,1.02782073
2683,frozenset({'root vegetables'}),"frozenset({'rolls/buns', 'bottled water'})",,,0.004168785,0.038246269,1.580470808,,1.01460559
2350,frozenset({'rolls/buns'}),frozenset({'sugar'}),,,0.00701576,0.03814262,1.126524534,,1.004453833
617,frozenset({'soda'}),"frozenset({'yogurt', 'tropical fruit'})",,,0.006609049,0.037900875,1.294288549,,1.008957188
2988,frozenset({'yogurt'}),"frozenset({'shopping bags', 'whole milk'})",,,0.005287239,0.037900875,1.546701668,,1.013924296
4029,frozenset({'yogurt'}),"frozenset({'frozen vegetables', 'other vegetables'})",,,0.005287239,0.037900875,2.130029155,,1.020899385
943,frozenset({'yogurt'}),"frozenset({'cream cheese ', 'other vegetables'})",,,0.005287239,0.037900875,2.761148904,,1.025126712
839,frozenset({'yogurt'}),"frozenset({'pip fruit', 'root vegetables'})",,,0.005287239,0.037900875,2.436307856,,1.023224415
1605,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'curd'})",,,0.005287239,0.037900875,3.690644575,,1.02871994
3772,frozenset({'other vegetables'}),"frozenset({'root vegetables', 'domestic eggs'})",,,0.007320793,0.037834997,2.63905815,,1.024422468
1383,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'bottled water'})",,,0.007320793,0.037834997,1.563475627,,1.014171903
1359,frozenset({'whole milk'}),"frozenset({'yogurt', 'bottled water'})",,,0.00965938,0.037803422,1.645117953,,1.015406692
3989,frozenset({'whole milk'}),"frozenset({'frozen vegetables', 'other vegetables'})",,,0.00965938,0.037803422,2.124552328,,1.020795987
2682,frozenset({'bottled water'}),"frozenset({'rolls/buns', 'root vegetables'})",,,0.004168785,0.037718491,1.552139588,,1.013943451
1291,frozenset({'bottled water'}),"frozenset({'bottled beer', 'other vegetables'})",,,0.004168785,0.037718491,2.333090324,,1.022396502
91,frozenset({'bottled water'}),"frozenset({'citrus fruit', 'tropical fruit'})",,,0.004168785,0.037718491,1.892660008,,1.018486966
723,frozenset({'whole milk'}),"frozenset({'yogurt', 'pip fruit'})",,,0.009557702,0.037405491,2.078435075,,1.020162739
3131,frozenset({'root vegetables'}),"frozenset({'other vegetables', 'brown bread'})",,,0.004067107,0.037313433,1.994443543,,1.019325853
2789,frozenset({'root vegetables'}),frozenset({'canned beer'}),,,0.004067107,0.037313433,0.480337188,,0.958067021
623,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'soda'})",,,0.007219115,0.037309511,1.789946554,,1.017103718
2829,frozenset({'other vegetables'}),"frozenset({'sausage', 'soda'})",,,0.007219115,0.037309511,1.535309806,,1.013512698
2882,frozenset({'yogurt'}),"frozenset({'sausage', 'root vegetables'})",,,0.005185562,0.037172012,2.48698459,,1.023083451
3107,frozenset({'yogurt'}),"frozenset({'other vegetables', 'brown bread'})",,,0.005185562,0.037172012,1.986884428,,1.019176134
1297,frozenset({'yogurt'}),"frozenset({'bottled beer', 'whole milk'})",,,0.005185562,0.037172012,1.818839476,,1.01738088
1785,frozenset({'yogurt'}),"frozenset({'beef', 'other vegetables'})",,,0.005185562,0.037172012,1.884467705,,1.018120102
1743,frozenset({'rolls/buns'}),"frozenset({'beef', 'whole milk'})",,,0.006812405,0.037037037,1.742867269,,1.016393571
3680,frozenset({'rolls/buns'}),frozenset({'dessert'}),,,0.006812405,0.037037037,0.997970573,,0.999921786
1387,frozenset({'rolls/buns'}),"frozenset({'soda', 'bottled water'})",,,0.006812405,0.037037037,1.278102664,,1.008368855
2278,frozenset({'whole milk'}),"frozenset({'yogurt', 'fruit/vegetable juice'})",,,0.009456024,0.037007561,1.978094344,,1.019002088
3377,frozenset({'whole milk'}),"frozenset({'whipped/sour cream', 'root vegetables'})",,,0.009456024,0.037007561,2.166484282,,1.02069145
97,frozenset({'bottled water'}),"frozenset({'yogurt', 'citrus fruit'})",,,0.004067107,0.036798528,1.699124523,,1.015719642
2235,frozenset({'bottled water'}),"frozenset({'other vegetables', 'fruit/vegetable juice'})",,,0.004067107,0.036798528,1.748374509,,1.016353015
2943,frozenset({'bottled water'}),"frozenset({'sausage', 'soda'})",,,0.004067107,0.036798528,1.514282525,,1.012975024
3019,frozenset({'bottled water'}),"frozenset({'shopping bags', 'soda'})",,,0.004067107,0.036798528,1.495510428,,1.012658337
2121,frozenset({'bottled water'}),"frozenset({'newspapers', 'whole milk'})",,,0.004067107,0.036798528,1.345403433,,1.009808157
2480,frozenset({'bottled water'}),"frozenset({'pastry', 'whole milk'})",,,0.004067107,0.036798528,1.106769185,,1.003685549
3923,frozenset({'bottled water'}),"frozenset({'other vegetables', 'domestic eggs'})",,,0.004067107,0.036798528,1.652573166,,1.015086268
2853,frozenset({'whole milk'}),"frozenset({'sausage', 'rolls/buns'})",,,0.009354347,0.03660963,1.196198373,,1.006232829
3145,frozenset({'whole milk'}),"frozenset({'other vegetables', 'brown bread'})",,,0.009354347,0.03660963,1.956824513,,1.018581187
1063,frozenset({'whole milk'}),"frozenset({'yogurt', 'butter'})",,,0.009354347,0.03660963,2.500386877,,1.022802848
3401,frozenset({'rolls/buns'}),"frozenset({'whipped/sour cream', 'other vegetables'})",,,0.006710727,0.036484245,1.263459697,,1.007895858
2296,frozenset({'yogurt'}),"frozenset({'other vegetables', 'whole milk', 'fruit/vegetable juice'})",,,0.005083884,0.036443149,3.479789974,,1.026952585
2187,frozenset({'yogurt'}),"frozenset({'soda', 'fruit/vegetable juice'})",,,0.005083884,0.036443149,1.980211974,,1.018721768
2104,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'newspapers'})",,,0.005083884,0.036443149,1.847517357,,1.017349966
746,frozenset({'yogurt'}),"frozenset({'pip fruit', 'whole milk', 'other vegetables'})",,,0.005083884,0.036443149,2.694874942,,1.023786886
675,frozenset({'yogurt'}),"frozenset({'coffee', 'whole milk'})",,,0.005083884,0.036443149,1.947925909,,1.018405199
576,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'whole milk', 'root vegetables'})",,,0.00701576,0.036258539,3.022057055,,1.025173321
2677,frozenset({'other vegetables'}),"frozenset({'bottled water', 'root vegetables'})",,,0.00701576,0.036258539,2.315602159,,1.02137521
3655,frozenset({'other vegetables'}),"frozenset({'pork', 'root vegetables'})",,,0.00701576,0.036258539,2.661214422,,1.023485271
1781,frozenset({'whole milk'}),"frozenset({'beef', 'other vegetables'})",,,0.009252669,0.036211699,1.835783821,,1.017105654
266,frozenset({'whole milk'}),"frozenset({'other vegetables', 'margarine'})",,,0.009252669,0.036211699,1.835783821,,1.017105654
2964,frozenset({'soda'}),"frozenset({'shopping bags', 'rolls/buns'})",,,0.006304016,0.036151603,1.851828231,,1.01725322
1141,frozenset({'rolls/buns'}),"frozenset({'butter', 'whole milk'})",,,0.006609049,0.035931454,1.304006821,,1.008689011
3881,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'domestic eggs'})",,,0.006609049,0.035931454,1.197918131,,1.006157796
133,frozenset({'whole milk'}),"frozenset({'citrus fruit', 'root vegetables'})",,,0.009150991,0.035813768,2.02430122,,1.018794971
2407,frozenset({'whole milk'}),"frozenset({'yogurt', 'pastry'})",,,0.009150991,0.035813768,2.02430122,,1.018794971
2411,frozenset({'yogurt'}),"frozenset({'pastry', 'soda'})",,,0.004982206,0.035714286,1.696859903,,1.015210228
602,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'other vegetables', 'root vegetables'})",,,0.004982206,0.035714286,2.902892562,,1.024278371
53,frozenset({'whole milk'}),"frozenset({'citrus fruit', 'tropical fruit'})",,,0.009049314,0.035415838,1.777116139,,1.016055636
1514,frozenset({'rolls/buns'}),frozenset({'white bread'}),,,0.006507372,0.035378662,0.840456868,,0.993037788
2894,frozenset({'other vegetables'}),"frozenset({'sausage', 'root vegetables'})",,,0.006812405,0.035207567,2.355553887,,1.021000318
3224,frozenset({'other vegetables'}),"frozenset({'whole milk', 'napkins'})",,,0.006812405,0.035207567,1.784878461,,1.016047075
829,frozenset({'whole milk'}),"frozenset({'pip fruit', 'root vegetables'})",,,0.008947636,0.035017907,2.250987675,,1.020167443
137,frozenset({'yogurt'}),"frozenset({'citrus fruit', 'root vegetables'})",,,0.004880529,0.034985423,1.977480647,,1.017920461
2181,frozenset({'soda'}),"frozenset({'whole milk', 'fruit/vegetable juice'})",,,0.006100661,0.034985423,1.313288674,,1.008648439
1537,frozenset({'yogurt'}),"frozenset({'white bread', 'whole milk'})",,,0.004880529,0.034985423,2.048104956,,1.018552644
2011,frozenset({'yogurt'}),"frozenset({'other vegetables', 'chicken'})",,,0.004880529,0.034985423,1.955009276,,1.017709733
1927,frozenset({'yogurt'}),"frozenset({'other vegetables', 'frankfurter'})",,,0.004880529,0.034985423,2.123960695,,1.019184828
2217,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'fruit/vegetable juice'})",,,0.004880529,0.034985423,2.548752834,,1.022029652
3671,frozenset({'yogurt'}),"frozenset({'pork', 'whole milk'})",,,0.004880529,0.034985423,1.578356113,,1.01328445
538,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'tropical fruit', 'whole milk'})",,,0.004880529,0.034985423,3.185941043,,1.024874477
1308,frozenset({'rolls/buns'}),frozenset({'UHT-milk'}),,,0.006405694,0.034825871,1.04107124,,1.001423488
3403,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'whipped/sour cream'})",,,0.006710727,0.034682081,2.368737958,,1.020760513
951,frozenset({'other vegetables'}),"frozenset({'cream cheese ', 'whole milk'})",,,0.006710727,0.034682081,2.105544851,,1.018864559
2785,frozenset({'whole milk'}),frozenset({'canned beer'}),,,0.008845958,0.034619976,0.445664221,,0.955393967
1823,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'soda'})",,,0.008845958,0.034619976,0.903149775,,0.996154354
2965,frozenset({'rolls/buns'}),"frozenset({'shopping bags', 'soda'})",,,0.006304016,0.034273079,1.392874927,,1.010010159
44,frozenset({'yogurt'}),"frozenset({'citrus fruit', 'whole milk', 'other vegetables'})",,,0.004778851,0.03425656,2.632134885,,1.0219953
3421,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'whipped/sour cream'})",,,0.004778851,0.03425656,2.339675454,,1.02031075
2643,frozenset({'yogurt'}),"frozenset({'soda', 'root vegetables'})",,,0.004778851,0.03425656,1.841056095,,1.01620466
3723,frozenset({'yogurt'}),"frozenset({'dessert', 'whole milk'})",,,0.004778851,0.03425656,2.495653817,,1.021258309
2865,frozenset({'whole milk'}),"frozenset({'sausage', 'yogurt'})",,,0.008744281,0.034222045,1.743905783,,1.015115537
1395,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'bottled water'})",,,0.008744281,0.034222045,1.414175698,,1.01037791
2419,frozenset({'other vegetables'}),"frozenset({'yogurt', 'pastry'})",,,0.006609049,0.034156595,1.930632818,,1.017046944
2206,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'fruit/vegetable juice'})",,,0.006609049,0.034156595,2.488371188,,1.021152609
1155,frozenset({'other vegetables'}),"frozenset({'butter', 'root vegetables'})",,,0.006609049,0.034156595,2.645118979,,1.021994797
2266,frozenset({'other vegetables'}),"frozenset({'root vegetables', 'fruit/vegetable juice'})",,,0.006609049,0.034156595,2.846865342,,1.022942258
3037,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'root vegetables'})",,,0.006609049,0.034156595,2.666111987,,1.02210007
3641,frozenset({'rolls/buns'}),"frozenset({'pork', 'whole milk'})",,,0.006202339,0.033720287,1.521279941,,1.011957772
2576,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'other vegetables', 'root vegetables'})",,,0.006202339,0.033720287,1.454557136,,1.010905513
779,frozenset({'rolls/buns'}),"frozenset({'pip fruit', 'whole milk'})",,,0.006202339,0.033720287,1.120402119,,1.00375015
1647,frozenset({'yogurt'}),"frozenset({'root vegetables', 'curd'})",,,0.004677173,0.033527697,3.081728018,,1.023433868
2931,frozenset({'yogurt'}),"frozenset({'sausage', 'tropical fruit'})",,,0.004677173,0.033527697,2.406897065,,1.02027772
2592,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'whole milk', 'root vegetables'})",,,0.004677173,0.033527697,2.637959184,,1.021540179
3665,frozenset({'yogurt'}),"frozenset({'pork', 'other vegetables'})",,,0.004677173,0.033527697,1.548098112,,1.012282143
2449,frozenset({'yogurt'}),"frozenset({'pastry', 'tropical fruit'})",,,0.004677173,0.033527697,2.536499215,,1.021014154
2493,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'pastry'})",,,0.008540925,0.033426184,1.595856884,,1.012912187
3766,frozenset({'whole milk'}),"frozenset({'root vegetables', 'domestic eggs'})",,,0.008540925,0.033426184,2.331535589,,1.019749791
3283,frozenset({'soda'}),frozenset({'hamburger meat'}),,,0.005795628,0.033236152,0.999625538,,0.999987122
2497,frozenset({'rolls/buns'}),"frozenset({'pastry', 'other vegetables'})",,,0.006100661,0.033167496,1.469379828,,1.010958517
682,frozenset({'other vegetables'}),"frozenset({'coffee', 'whole milk'})",,,0.006405694,0.033105623,1.769531518,,1.014889868
1069,frozenset({'other vegetables'}),"frozenset({'yogurt', 'butter'})",,,0.006405694,0.033105623,2.26106805,,1.019096229
1994,frozenset({'whole milk'}),"frozenset({'other vegetables', 'chicken'})",,,0.008439248,0.033028253,1.845641302,,1.015649869
755,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'pip fruit'})",,,0.008439248,0.033028253,1.616083926,,1.013021103
3717,frozenset({'yogurt'}),"frozenset({'dessert', 'other vegetables'})",,,0.004575496,0.032798834,2.82961869,,1.02192675
1665,frozenset({'yogurt'}),"frozenset({'whipped/sour cream', 'curd'})",,,0.004575496,0.032798834,3.131810977,,1.023083132
1791,frozenset({'yogurt'}),"frozenset({'beef', 'root vegetables'})",,,0.004575496,0.032798834,1.88641246,,1.015934586
1472,frozenset({'yogurt'}),"frozenset({'whole milk', 'chocolate'})",,,0.004575496,0.032798834,1.966930065,,1.016670466
1009,frozenset({'yogurt'}),"frozenset({'long life bakery product', 'whole milk'})",,,0.004575496,0.032798834,2.425387448,,1.019929362
3443,frozenset({'yogurt'}),"frozenset({'citrus fruit', 'whipped/sour cream'})",,,0.004575496,0.032798834,3.014733931,,1.02266263
338,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'margarine'})",,,0.004575496,0.032798834,2.224665728,,1.018667854
1093,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'butter'})",,,0.004575496,0.032798834,3.291597251,,1.023608761
1351,frozenset({'soda'}),"frozenset({'bottled water', 'other vegetables'})",,,0.00569395,0.032653061,1.316159251,,1.008108473
2841,frozenset({'soda'}),"frozenset({'shopping bags', 'sausage'})",,,0.00569395,0.032653061,2.085343228,,1.017568359
2128,frozenset({'whole milk'}),"frozenset({'newspapers', 'other vegetables'})",,,0.00833757,0.032630322,1.689048527,,1.013760575
1891,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'frankfurter'})",,,0.005998983,0.032614704,1.587948596,,1.01248294
2835,frozenset({'rolls/buns'}),"frozenset({'shopping bags', 'sausage'})",,,0.005998983,0.032614704,2.082893613,,1.017528012
189,frozenset({'rolls/buns'}),"frozenset({'citrus fruit', 'other vegetables'})",,,0.005998983,0.032614704,1.129456396,,1.003864275
2859,frozenset({'rolls/buns'}),"frozenset({'sausage', 'yogurt'})",,,0.005998983,0.032614704,1.661998012,,1.013428891
402,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'whole milk', 'other vegetables'})",,,0.005998983,0.032614704,1.46468318,,1.010696144
3298,frozenset({'other vegetables'}),"frozenset({'hamburger meat', 'whole milk'})",,,0.006304016,0.032580137,2.209832026,,1.018437571
2368,frozenset({'other vegetables'}),"frozenset({'sugar', 'whole milk'})",,,0.006304016,0.032580137,2.165038133,,1.018122266
2395,frozenset({'whole milk'}),"frozenset({'pastry', 'soda'})",,,0.008235892,0.032232392,1.531427879,,1.011557642
1161,frozenset({'whole milk'}),"frozenset({'butter', 'root vegetables'})",,,0.008235892,0.032232392,2.496106859,,1.019962774
2876,frozenset({'soda'}),"frozenset({'sausage', 'yogurt'})",,,0.005592272,0.032069971,1.634239188,,1.012858552
1149,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'butter'})",,,0.004473818,0.032069971,2.389455782,,1.019266389
3887,frozenset({'rolls/buns'}),"frozenset({'other vegetables', 'domestic eggs'})",,,0.005897306,0.032061913,1.439858041,,1.010118933
549,frozenset({'rolls/buns'}),"frozenset({'tropical fruit', 'root vegetables'})",,,0.005897306,0.032061913,1.523328072,,1.01137948
1671,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'curd'})",,,0.005897306,0.032061913,1.226960743,,1.006127198
2578,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'whole milk', 'root vegetables'})",,,0.006202339,0.032054651,2.522059905,,1.019985571
463,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'bottled water'})",,,0.006202339,0.032054651,1.732184001,,1.013998014
2639,frozenset({'whole milk'}),"frozenset({'soda', 'root vegetables'})",,,0.008134215,0.031834461,1.71088482,,1.01366238
4001,frozenset({'other vegetables'}),"frozenset({'frozen vegetables', 'root vegetables'})",,,0.006100661,0.031529164,2.720081865,,1.020587
1624,frozenset({'other vegetables'}),"frozenset({'yogurt', 'curd'})",,,0.006100661,0.031529164,1.824054898,,1.014707679
2499,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'pastry'})",,,0.006100661,0.031529164,1.505288022,,1.010928116
2423,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'pastry'})",,,0.005795628,0.031509121,1.780989688,,1.014266737
195,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'citrus fruit'})",,,0.005795628,0.031509121,1.454892984,,1.010172295
1749,frozenset({'rolls/buns'}),"frozenset({'beef', 'other vegetables'})",,,0.005795628,0.031509121,1.597382503,,1.012167023
3352,frozenset({'soda'}),"frozenset({'whipped/sour cream', 'whole milk'})",,,0.005490595,0.03148688,0.976887916,,0.999230837
2400,frozenset({'soda'}),"frozenset({'pastry', 'other vegetables'})",,,0.005490595,0.03148688,1.394925538,,1.009204248
1763,frozenset({'whole milk'}),"frozenset({'beef', 'root vegetables'})",,,0.008032537,0.03143653,1.808060076,,1.014505654
469,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'bottled water'})",,,0.008032537,0.03143653,1.69878172,,1.013350898
3520,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'whipped/sour cream', 'whole milk'})",,,0.00437214,0.031341108,3.951792255,,1.024167691
1080,frozenset({'yogurt'}),"frozenset({'butter', 'other vegetables', 'whole milk'})",,,0.00437214,0.031341108,2.727785805,,1.020493829
376,frozenset({'yogurt'}),"frozenset({'soda', 'whole milk', 'other vegetables'})",,,0.00437214,0.031341108,2.249925518,,1.01797461
2229,frozenset({'yogurt'}),"frozenset({'bottled water', 'fruit/vegetable juice'})",,,0.00437214,0.031341108,2.201712828,,1.017659707
3477,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'whipped/sour cream'})",,,0.007930859,0.031038599,2.244592823,,1.017761734
290,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'margarine'})",,,0.007930859,0.031038599,2.105273269,,1.016817322
2147,frozenset({'other vegetables'}),"frozenset({'newspapers', 'root vegetables'})",,,0.005998983,0.031003678,2.698417496,,1.020138467
2925,frozenset({'other vegetables'}),"frozenset({'sausage', 'tropical fruit'})",,,0.005998983,0.031003678,2.225702023,,1.017620125
191,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'citrus fruit'})",,,0.005998983,0.031003678,1.848007134,,1.014682059
403,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'yogurt', 'whole milk'})",,,0.005998983,0.031003678,1.99294887,,1.01594123
1135,frozenset({'rolls/buns'}),"frozenset({'butter', 'other vegetables'})",,,0.00569395,0.030956329,1.545459392,,1.011274854
3012,frozenset({'soda'}),"frozenset({'shopping bags', 'other vegetables'})",,,0.005388917,0.03090379,1.333064805,,1.007967505
2487,frozenset({'soda'}),"frozenset({'rolls/buns', 'pastry'})",,,0.005388917,0.03090379,1.475430949,,1.010275747
629,frozenset({'soda'}),"frozenset({'rolls/buns', 'tropical fruit'})",,,0.005388917,0.03090379,1.255945353,,1.006498623
611,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'soda'})",,,0.007829181,0.030640669,1.470004756,,1.010106411
2633,frozenset({'whole milk'}),"frozenset({'yogurt', 'other vegetables', 'root vegetables'})",,,0.007829181,0.030640669,2.372842322,,1.018287958
3415,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'whipped/sour cream'})",,,0.007829181,0.030640669,2.092715104,,1.0165048
2055,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'newspapers'})",,,0.004270463,0.030612245,2.59544335,,1.019411875
3001,frozenset({'yogurt'}),"frozenset({'shopping bags', 'soda'})",,,0.004270463,0.030612245,1.244096812,,1.006195917
2073,frozenset({'yogurt'}),"frozenset({'soda', 'newspapers'})",,,0.004270463,0.030612245,2.09077381,,1.016474995
2511,frozenset({'yogurt'}),"frozenset({'sausage', 'pastry'})",,,0.004270463,0.030612245,2.447735192,,1.018677655
3804,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'domestic eggs'})",,,0.004270463,0.030612245,1.955009276,,1.01542611
3827,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'domestic eggs'})",,,0.004270463,0.030612245,2.688137755,,1.019831429
1520,frozenset({'other vegetables'}),"frozenset({'white bread', 'whole milk'})",,,0.005897306,0.030478192,1.784244176,,1.013817473
811,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'pip fruit'})",,,0.005897306,0.030478192,2.204066335,,1.017173443
308,frozenset({'other vegetables'}),"frozenset({'root vegetables', 'margarine'})",,,0.005897306,0.030478192,2.750027721,,1.020005043
2475,frozenset({'other vegetables'}),"frozenset({'pastry', 'root vegetables'})",,,0.005897306,0.030478192,2.77549094,,1.020109917
3888,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'domestic eggs'})",,,0.005897306,0.030478192,1.946448192,,1.01528571
2247,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'fruit/vegetable juice'})",,,0.005592272,0.030403538,1.14129311,,1.003882012
3647,frozenset({'rolls/buns'}),"frozenset({'pork', 'other vegetables'})",,,0.005592272,0.030403538,1.403844108,,1.009020445
1903,frozenset({'rolls/buns'}),"frozenset({'other vegetables', 'frankfurter'})",,,0.005592272,0.030403538,1.84579503,,1.01436861
3792,frozenset({'whole milk'}),"frozenset({'yogurt', 'domestic eggs'})",,,0.007727504,0.030242738,2.109484581,,1.016402233
2901,frozenset({'whole milk'}),"frozenset({'sausage', 'root vegetables'})",,,0.007727504,0.030242738,2.023383169,,1.015773142
166,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'whole milk', 'root vegetables'})",,,0.005795628,0.029952706,3.273165178,,1.021444021
3798,frozenset({'other vegetables'}),"frozenset({'yogurt', 'domestic eggs'})",,,0.005795628,0.029952706,2.089254369,,1.016098342
1751,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'beef'})",,,0.005795628,0.029952706,2.198394522,,1.016832063
1181,frozenset({'other vegetables'}),"frozenset({'butter', 'whipped/sour cream'})",,,0.005795628,0.029952706,2.94584866,,1.020395849
2606,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'other vegetables', 'root vegetables'})",,,0.004168785,0.029883382,2.449192177,,1.018226737
1934,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'frankfurter'})",,,0.004168785,0.029883382,1.555042652,,1.010994864
213,frozenset({'yogurt'}),"frozenset({'citrus fruit', 'soda'})",,,0.004168785,0.029883382,2.332563978,,1.017597878
2133,frozenset({'rolls/buns'}),"frozenset({'newspapers', 'other vegetables'})",,,0.005490595,0.029850746,1.545168892,,1.010856048
451,frozenset({'whole milk'}),"frozenset({'yogurt', 'tropical fruit', 'other vegetables'})",,,0.007625826,0.029844807,2.425815511,,1.018081445
3006,frozenset({'whole milk'}),"frozenset({'shopping bags', 'other vegetables'})",,,0.007625826,0.029844807,1.287384548,,1.006867247
1910,frozenset({'whole milk'}),"frozenset({'other vegetables', 'frankfurter'})",,,0.007625826,0.029844807,1.811874549,,1.013784416
2099,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'newspapers'})",,,0.007625826,0.029844807,1.513008644,,1.010430637
1257,frozenset({'whole milk'}),"frozenset({'bottled beer', 'other vegetables'})",,,0.007625826,0.029844807,1.846060861,,1.014098833
492,frozenset({'soda'}),"frozenset({'tropical fruit', 'bottled water'})",,,0.005185562,0.029737609,1.606974658,,1.01157653
2241,frozenset({'soda'}),"frozenset({'bottled water', 'fruit/vegetable juice'})",,,0.005185562,0.029737609,2.089067055,,1.015977878
3809,frozenset({'soda'}),"frozenset({'whole milk', 'domestic eggs'})",,,0.005185562,0.029737609,0.991421653,,0.999734807
1401,frozenset({'whole milk'}),"frozenset({'soda', 'bottled water'})",,,0.007524148,0.029446876,1.016175536,,1.000482959
1982,frozenset({'other vegetables'}),"frozenset({'root vegetables', 'chicken'})",,,0.00569395,0.02942722,2.70482907,,1.019110064
3439,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'whipped/sour cream'})",,,0.00569395,0.02942722,2.70482907,,1.019110064
1004,frozenset({'other vegetables'}),"frozenset({'long life bakery product', 'whole milk'})",,,0.00569395,0.02942722,2.176065492,,1.016386292
332,frozenset({'other vegetables'}),"frozenset({'yogurt', 'margarine'})",,,0.00569395,0.02942722,2.067262218,,1.015652968
1137,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'butter'})",,,0.00569395,0.02942722,2.192550837,,1.016491052
1353,frozenset({'other vegetables'}),"frozenset({'soda', 'bottled water'})",,,0.00569395,0.02942722,1.01549723,,1.000462697
627,frozenset({'rolls/buns'}),"frozenset({'tropical fruit', 'soda'})",,,0.005388917,0.029297955,1.40558724,,1.008709191
1273,frozenset({'rolls/buns'}),"frozenset({'bottled beer', 'whole milk'})",,,0.005388917,0.029297955,1.433559125,,1.009128178
2485,frozenset({'rolls/buns'}),"frozenset({'pastry', 'soda'})",,,0.005388917,0.029297955,1.392006687,,1.008499698
485,frozenset({'rolls/buns'}),"frozenset({'tropical fruit', 'bottled water'})",,,0.005388917,0.029297955,1.583216397,,1.011118362
1454,frozenset({'soda'}),"frozenset({'whole milk', 'chocolate'})",,,0.005083884,0.029154519,1.74838228,,1.012854135
95,frozenset({'yogurt'}),"frozenset({'citrus fruit', 'bottled water'})",,,0.004067107,0.029154519,2.155899954,,1.016100798
2188,frozenset({'soda'}),"frozenset({'yogurt', 'fruit/vegetable juice'})",,,0.005083884,0.029154519,1.558340728,,1.010759514
3815,frozenset({'soda'}),"frozenset({'other vegetables', 'domestic eggs'})",,,0.005083884,0.029154519,1.30929084,,1.007093927
1279,frozenset({'soda'}),"frozenset({'bottled water', 'bottled beer'})",,,0.005083884,0.029154519,1.849901251,,1.013796715
